species,state,section,metric,value
Rice,before,mrna,Longest three_prime_utr piece (bp),7424.0
Rice,before,mrna,Longest intron into cds part (bp),47485.0
Rice,before,mrna,Longest intron into exon part (bp),47485.0
Rice,before,mrna,Longest intron into five_prime_utr part (bp),9501.0
Rice,before,mrna,Longest intron into three_prime_utr part (bp),10533.0
Rice,before,mrna,Shortest gene (bp),150.0
Rice,before,mrna,Shortest mrna (bp),150.0
Rice,before,mrna,Shortest cds piece (bp),1.0
Rice,before,mrna,Shortest five_prime_utr piece (bp),1.0
Rice,before,mrna,Shortest three_prime_utr piece (bp),1.0
Rice,before,mrna,Shortest intron into cds part (bp),4.0
Rice,before,mrna,Shortest intron into exon part (bp),3.0
Rice,before,mrna,Shortest intron into five_prime_utr part (bp),4.0
Rice,before,mrna,Shortest intron into three_prime_utr part (bp),3.0
Rice,after,mrna,Number of gene,40326.0
Rice,after,mrna,Number of mrna,40331.0
Rice,after,mrna,Number of mrnas with utr both sides,25621.0
Rice,after,mrna,Number of mrnas with at least one utr,29186.0
Rice,after,mrna,Number of cds,40140.0
Rice,after,mrna,Number of exon,182652.0
Rice,after,mrna,Number of five_prime_utr,26844.0
Rice,after,mrna,Number of three_prime_utr,27963.0
Rice,after,mrna,Number of exon in cds,167649.0
Rice,after,mrna,Number of exon in five_prime_utr,34542.0
Rice,after,mrna,Number of exon in three_prime_utr,34555.0
Rice,after,mrna,Number of intron in cds,127509.0
Rice,after,mrna,Number of intron in exon,142323.0
Rice,after,mrna,Number of intron in five_prime_utr,7698.0
Rice,after,mrna,Number of intron in three_prime_utr,6592.0
Rice,after,mrna,Number gene overlapping,1274.0
Rice,after,mrna,Number of single exon gene,9362.0
Rice,after,mrna,Number of single exon mrna,9363.0
Rice,after,mrna,mean mrnas per gene,1.0
Rice,after,mrna,mean cdss per mrna,1.0
Rice,after,mrna,mean exons per mrna,4.5
Rice,after,mrna,mean five_prime_utrs per mrna,0.7
Rice,after,mrna,mean three_prime_utrs per mrna,0.7
Rice,after,mrna,mean exons per cds,4.2
Rice,after,mrna,mean exons per five_prime_utr,1.3
Rice,after,mrna,mean exons per three_prime_utr,1.2
Rice,after,mrna,mean introns in cdss per mrna,3.2
Rice,after,mrna,mean introns in exons per mrna,3.5
Rice,after,mrna,mean introns in five_prime_utrs per mrna,0.2
Rice,after,mrna,mean introns in three_prime_utrs per mrna,0.2
Rice,after,mrna,Total gene length (bp),125153059.0
Rice,after,mrna,Total mrna length (bp),125168616.0
Rice,after,mrna,Total cds length (bp),42709205.0
Rice,after,mrna,Total exon length (bp),62706227.0
Rice,after,mrna,Total five_prime_utr length (bp),7228438.0
Rice,after,mrna,Total three_prime_utr length (bp),12571945.0
Rice,after,mrna,Total intron length per cds (bp),53170027.0
Rice,after,mrna,Total intron length per exon (bp),62457467.0
Rice,after,mrna,Total intron length per five_prime_utr (bp),5114355.0
Rice,after,mrna,Total intron length per three_prime_utr (bp),3719929.0
Rice,after,mrna,mean gene length (bp),3104.0
Rice,after,mrna,mean mrna length (bp),3104.0
Rice,after,mrna,mean cds length (bp),1064.0
Rice,after,mrna,mean exon length (bp),343.0
Rice,after,mrna,mean five_prime_utr length (bp),269.0
Rice,after,mrna,mean three_prime_utr length (bp),450.0
Rice,after,mrna,mean cds piece length (bp),255.0
Rice,after,mrna,mean five_prime_utr piece length (bp),209.0
Rice,after,mrna,mean three_prime_utr piece length (bp),364.0
Rice,after,mrna,mean intron in cds length (bp),417.0
Rice,after,mrna,mean intron in exon length (bp),439.0
Rice,after,mrna,mean intron in five_prime_utr length (bp),664.0
Rice,after,mrna,mean intron in three_prime_utr length (bp),564.0
Rice,after,mrna,median gene length (bp),2357.0
Rice,after,mrna,median mrna length (bp),2357.0
Rice,after,mrna,median cds length (bp),139.0
Rice,after,mrna,median exon length (bp),174.0
Rice,after,mrna,median five_prime_utr length (bp),136.0
Rice,after,mrna,median three_prime_utr length (bp),297.0
Rice,after,mrna,median cds piece length (bp),139.0
Rice,after,mrna,median five_prime_utr piece length (bp),136.0
Rice,after,mrna,median three_prime_utr piece length (bp),297.0
Rice,after,mrna,median intron in cds length (bp),155.0
Rice,after,mrna,median intron in exon length (bp),162.0
Rice,after,mrna,median intron in five_prime_utr length (bp),316.0
Rice,after,mrna,median intron in three_prime_utr length (bp),208.0
Rice,after,mrna,90 percentile gene length (bp),6495.0
Rice,after,mrna,90 percentile mrna length (bp),6495.0
Rice,after,mrna,90 percentile cds length (bp),556.0
Rice,after,mrna,90 percentile exon length (bp),793.0
Rice,after,mrna,90 percentile five_prime_utr length (bp),417.0
Rice,after,mrna,90 percentile three_prime_utr length (bp),656.0
Rice,after,mrna,90 percentile cds piece length (bp),556.0
Rice,after,mrna,90 percentile five_prime_utr piece length (bp),417.0
Rice,after,mrna,90 percentile three_prime_utr piece length (bp),656.0
Rice,after,mrna,90 percentile intron in cds length (bp),970.0
Rice,after,mrna,90 percentile intron in exon length (bp),1025.0
Rice,after,mrna,90 percentile intron in five_prime_utr length (bp),1465.0
Rice,after,mrna,90 percentile intron in three_prime_utr length (bp),1332.0
Rice,after,mrna,Longest gene (bp),45923.0
Rice,after,mrna,Longest mrna (bp),45923.0
Rice,after,mrna,Longest cds (bp),16473.0
Rice,after,mrna,Longest exon (bp),15363.0
Rice,after,mrna,Longest five_prime_utr (bp),9159.0
Rice,after,mrna,Longest three_prime_utr (bp),7948.0
Rice,after,mrna,Longest cds piece (bp),15363.0
Rice,after,mrna,Longest five_prime_utr piece (bp),9159.0
Rice,after,mrna,Longest three_prime_utr piece (bp),5979.0
Rice,after,mrna,Longest intron into cds part (bp),20065.0
Rice,after,mrna,Longest intron into exon part (bp),20065.0
Rice,after,mrna,Longest intron into five_prime_utr part (bp),15953.0
Rice,after,mrna,Longest intron into three_prime_utr part (bp),14803.0
Rice,after,mrna,Shortest gene (bp),125.0
Rice,after,mrna,Shortest mrna (bp),125.0
Rice,after,mrna,Shortest cds piece (bp),1.0
Rice,after,mrna,Shortest five_prime_utr piece (bp),1.0
Rice,after,mrna,Shortest three_prime_utr piece (bp),1.0
Rice,after,mrna,Shortest intron into cds part (bp),1.0
Rice,after,mrna,Shortest intron into exon part (bp),1.0
Rice,after,mrna,Shortest intron into five_prime_utr part (bp),10.0
Rice,after,mrna,Shortest intron into three_prime_utr part (bp),3.0
